unitid,school_name,state,city,has_ia,ia_program_name,cost_model,price,source_url,confidence,notes,data_source,quality_tier,consolidated_at,v_status,v_score,v_url_code,v_notes,v_at
123217,College of the Sequoias,CA,Visalia,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:08Z
123484,College of the Siskiyous,CA,Weed,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:08Z
247834,Collin County Community College District,TX,McKinney,yes,First Day / Inclusive Access,per-course,Not listed (varies by course),https://www.collin.edu/bookstore/,MEDIUM,Per-course IA through Follett bookstore.,notion_gemini_codex,SILVER,2026-03-10 17:25,URL_BROKEN,0,404,HTTP 404,2026-03-10T21:40:09Z
126678,Colorado College,CO,Colorado Springs,no,N/A,Traditional purchase,,https://coloradocollege.edu,,Small liberal arts college. No formal IA. Block plan may limit textbook models.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='coloradocollege.edu', port=443): Max retries exceeded ",2026-03-10T21:40:10Z
127556,Colorado Mesa University,CO,Grand Junction,yes,First Day Complete (BN),Per-credit-hour; auto-enrolled; BN First Day Complete; opt-out,,https://coloradomesa.edu; https://bncollege.com,,BN First Day Complete. Per-credit-hour. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='coloradomesa.edu;%20https', port=443): Max retries exc",2026-03-10T21:40:10Z
126775,Colorado School of Mines,CO,Golden,yes,Inclusive Access,Added to tuition/course fees; digital; auto-enrolled,,https://orediggeroutfitters.com; https://minesnewsroom.com,,IA via Oredigger Outfitters. Recently partnered with Textbook Brokers for expanded rental + IA program.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='orediggeroutfitters.com;%20https', port=443): Max retr",2026-03-10T21:40:11Z
476975,Colorado State University Global,CO,Denver,yes,Day One Access (CSU system),Per-course digital; charged to account; opt-out,,https://csuglobal.edu,,CSU Global campus. Shares CSU Day One Access model. Online-focused.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,6,200,"The page confirms the school, but does not mention Inclusive Access or the Day One Access program, so the IA claim is suspect.",2026-03-10T21:40:11Z
128106,Colorado State University Pueblo,CO,Pueblo,yes,Day One Access (CSU system),Per-course digital; charged to account; opt-out,,https://csupueblo.edu,,CSU Pueblo. Day One Access program like CSU main. Per-course. Digital day 1.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='csupueblo.edu', port=443): Max retries exceeded with u",2026-03-10T21:40:14Z
126818,Colorado State University-Fort Collins,CO,Fort Collins,yes,Inclusive Access / Ram Bookstore,per-course,Not listed (varies by course),https://www.bkstr.com/coloradostatestore,MEDIUM,Per-course IA through Ram Bookstore.,notion_gemini_codex,SILVER,2026-03-10 17:25,SUSPECT,1,200,Page loaded but no useful text,2026-03-10T21:40:15Z
17706536,Columbia College - Imperial,CA,Imperial,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:16Z
17706519,Columbia College - Los Alamitos,CA,Los Alamitos,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:16Z
17706535,Columbia College - Naval Base San Diego,CA,San Diego,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:17Z
17706532,Columbia College - San Diego,CA,San Diego,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:17Z
190150,Columbia University in the City of New York,NY,New York,no,N/A,Traditional,,https://columbia.bkstr.com; https://columbia.edu,,No formal IA program found; traditional purchasing,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='columbia.bkstr.com;%20https', port=443): Max retries e",2026-03-10T21:40:18Z
202222,Columbus State Community College,OH,Columbus,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:18Z
139366,Columbus State University,GA,Columbus,yes,Inclusive Access / Day One Access (USG Affordable Learning Georgia),Per-course; USG system enables IA; ALG preferred pricing <$40 eTextbooks; auto-enrolled; opt-out; digital via LMS day 1,,https://usg.edu; https://affordablelearninggeorgia.org,,USG member: Affordable Learning Georgia (ALG) enables IA. Preferred pricing <$40 e-textbooks. Auto-enrolled. Opt-out. Digital via LMS.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='usg.edu;%20https', port=443): Max retries exceeded wit",2026-03-10T21:40:19Z
215239,Community College of Philadelphia,PA,Philadelphia,yes,Follett Access (Inclusive Access),Per-course; discounted eBook rate via Follett; charged to student account; auto-enrolled; opt-out; day 1 access,,https://ccp.edu,,CCP: Follett Access IA program. Discounted eBook rate. Auto-enrolled. Opt-out. Day 1 access via LMS.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,The page confirms the school but does not mention inclusive access programs or related details.,2026-03-10T21:40:19Z
112686,Compton College,CA,Compton,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:22Z
237330,Concord University,WV,Athens,yes,Concord Complete Textbook Program (formerly Follett ACCESS),Auto-enrolled; discounted; required materials first day; opt-out,,https://concord.edu; https://bkstr.com,,Concord Complete (was Follett ACCESS). Moving to Kortext for digital in 2025. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='concord.edu;%20https', port=443): Max retries exceeded",2026-03-10T21:40:23Z
128902,Connecticut College,CT,New London,no,N/A,Traditional purchase,,https://conncoll.edu,,No formal IA. Private liberal arts college.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='conncoll.edu', port=443): Max retries exceeded with ur",2026-03-10T21:40:23Z
129367,Connecticut State Community College,CT,New Britain,yes,Inclusive Access / Follett ACCESS,per-course,Not listed (varies by course),https://www.ct.edu/affordability,MEDIUM,Follett ACCESS per-course model. Part of CSCU system.,notion_gemini_codex,SILVER,2026-03-10 17:25,URL_BROKEN,0,404,HTTP 404,2026-03-10T21:40:24Z
112826,Contra Costa College,CA,San Pablo,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:25Z
491950,Contra Costa Medical Career College,CA,Antioch,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:25Z
395362,Copper Mountain Community College,CA,Joshua Tree,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:26Z
190415,Cornell University,NY,Ithaca,yes,Cornell Academic Materials Program (CAMP),$285/semester flat (UG),,https://bncollege.com/cornell-camp; https://cornell.edu,,CAMP $285/sem flat for UG; Instant Access for grad/prof; Canvas digital; auto-enrolled; opt-out; significant savings,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,404,HTTP 404,2026-03-10T21:40:26Z
113096,Cosumnes River College,CA,Sacramento,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:28Z
113111,Crafton Hills College,CA,Yucaipa,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:29Z
181002,Creighton University,NE,Omaha,yes,First Day,Additional charge per course; digital via LMS; opt-out; loose-leaf option,,https://creighton.edu; https://bncollege.com,,BN First Day IA. Digital via LMS. Loose-leaf physical option via campus bookstore. Opt-out available.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='creighton.edu;%20https', port=443): Max retries exceed",2026-03-10T21:40:29Z
113193,Cuesta College,CA,San Luis Obispo,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:30Z
202356,Cuyahoga Community College District,OH,Cleveland,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:30Z
113218,Cuyamaca College,CA,El Cajon,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:31Z
113236,Cypress College,CA,Cypress,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:31Z
173416,Dakota County Technical College,MN,Rosemount,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://minnstate.edu,,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page confirms it belongs to Minnesota State, but does not mention inclusive access programs or specific program names.",2026-03-10T21:40:32Z
219082,Dakota State University,SD,Madison,yes,First Day Access,Billed with tuition; auto-available day 1; opt-out to get print instead,,https://dsu.edu,,First Day Access: courseware auto-available day 1. Billed w/ tuition. Opt-out for print option.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page confirms Dakota State University is the school, but does not mention Inclusive Access or First Day Access programs.",2026-03-10T21:40:40Z
182670,Dartmouth College,NH,Hanover,no,N/A,Traditional,,https://dartmouth.bkstr.com; https://dartmouth.edu,,No formal IA; no campus bookstore; students use online/local shops; Follett present in area but no adopted IA program,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='dartmouth.bkstr.com;%20https', port=443): Max retries ",2026-03-10T21:40:43Z
133386,Daytona State College,FL,Daytona Beach,yes,Inclusive Access / First Day (varies by college),Per-course or per-credit hr; via LMS; FL Affordability Counts metric ($20/cr hr target); auto-enrolled; opt-out; fin aid eligible,,https://flbog.edu,,FL state/community college system IA. FL Affordability Counts metric targets $20/cr. Per-course via LMS. Auto-enrolled. Opt-out. Financial aid eligible. Statute requires 45-day advance info.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page references the Florida Board of Governors, which oversees Daytona State College, but does not mention Inclusive Access or related programs.",2026-03-10T21:40:43Z
113333,De Anza College,CA,Cupertino,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:46Z
144740,DePaul University,IL,Chicago,no,N/A (UDL grants; FYAS textbook waiver for math),Traditional; waiver for MyLabMath for first-year need-based,,https://depaul.edu,,No formal IA. UDL grant for faculty. FYAS textbook waiver for first-year math (MyLabMath).,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly belongs to DePaul University, but does not mention any inclusive access or related programs.",2026-03-10T21:40:46Z
482468,DeVry University-Georgia,GA,Decatur,yes,Inclusive Access / Day One Access (USG Affordable Learning Georgia),Per-course; USG system enables IA; ALG preferred pricing <$40 eTextbooks; auto-enrolled; opt-out; digital via LMS day 1,,https://usg.edu; https://affordablelearninggeorgia.org,,USG member: Affordable Learning Georgia (ALG) enables IA. Preferred pricing <$40 e-textbooks. Auto-enrolled. Opt-out. Digital via LMS.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='usg.edu;%20https', port=443): Max retries exceeded wit",2026-03-10T21:40:51Z
482574,DeVry University-Ohio,OH,Columbus,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:51Z
202514,Defiance College,OH,Defiance,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:52Z
224350,Del Mar College,TX,Corpus Christi,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",,https://lonestar.edu; https://hccs.edu; https://tccd.edu,,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='lonestar.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:52Z
130934,Delaware State University,DE,Dover,yes,Affordable Course Materials (Follett),Flat rate (12+ credits) or per-credit,,https://desu.bkstr.com; https://desu.edu,,Mandatory; Follett partnership; Kortext e-books; also adopting OER,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='desu.bkstr.com;%20https', port=443): Max retries excee",2026-03-10T21:40:53Z
13090701,Delaware Technical Community College-Owens,DE,Georgetown,yes,Inclusive Access (select courses),Some courses include access codes/digital supplements; digital via LMS; info from campus store,,https://dtcc.edu; https://bkstr.com,,Some IA: access codes/digital supplements for select courses. Digital books via LMS when offered. Campus store presents all options.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='dtcc.edu;%20https', port=443): Max retries exceeded wi",2026-03-10T21:40:53Z
13090702,Delaware Technical Community College-Stanton/Wilmington,DE,Wilmington,yes,Inclusive Access (select courses),Some courses include access codes/digital supplements; digital via LMS,,https://dtcc.edu; https://bkstr.com,,Some IA: access codes/digital supplements for select courses. Same system as Owens campus.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='dtcc.edu;%20https', port=443): Max retries exceeded wi",2026-03-10T21:40:54Z
130907,Delaware Technical Community College-Terry,DE,Dover,yes,Inclusive Access (select courses),Some courses include access codes/digital supplements; digital via LMS,,https://dtcc.edu; https://bkstr.com,,Some IA: access codes/digital supplements for select courses. Same system as other DTCC campuses.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='dtcc.edu;%20https', port=443): Max retries exceeded wi",2026-03-10T21:40:54Z
175616,Delta State University,MS,Cleveland,yes,First Day Ready Program (First Day Complete),$20/cr; physical rental + digital via LMS; FA eligible,,https://deltastate.edu; https://bncollege.com,,First Day Ready: $20/cr. Physical books on rental. Digital via LMS. FA eligible.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='deltastate.edu;%20https', port=443): Max retries excee",2026-03-10T21:40:55Z
202523,Denison University,OH,Granville,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:40:55Z
113634,Diablo Valley College,CA,Pleasant Hill,yes,Zero Textbook Cost (ZTC) / Inclusive Access (varies by college),"Mixed: ZTC degrees (no textbook cost via OER), some colleges have IA/EA per-unit charges; $115M state ZTC funding; LibreTexts system contract; opt-out where IA exists; new first-day access regs July 2025",,https://cccco.edu; https://asccc-oeri.org,,CA CC system: $115M ZTC program. OER-focused. Some colleges also have IA (e.g. Merced $25/unit EA). New regs July 2025 mandate first-day access. ASCCC concerns about IA opt-out models. ZTC pathways by Fall 2026.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='cccco.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:40:56Z
200059,Dickinson State University,ND,Dickinson,yes,Inclusive Access (BN),Per-course; digital; BN partnership; inclusive access models,,https://dickinsonstate.edu; https://bncollege.com,,BN partnership with digital textbook and inclusive access models. Per-course.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='dickinsonstate.edu;%20https', port=443): Max retries e",2026-03-10T21:40:56Z
158802,Dillard University,LA,New Orleans,no,N/A,Traditional purchase,,https://dillard.edu,,No formal IA found. HBCU in New Orleans.,bulk_research,SILVER,2026-03-10 17:25,VALIDATED,9,200,"The page clearly identifies Dillard University and confirms it is an HBCU, aligning with the research result.",2026-03-10T21:40:57Z
153269,Drake University,IA,Des Moines,yes,Course Ready,$255/semester FT; $17/credit hour PT; auto-enrolled; opt-out,,https://drake.edu; https://ecampus.com,,"Course Ready via eCampus.com (Fall 2024). $255/sem FT, $17/cr PT. Auto-enrolled. Digital via Blackboard + physical pickup/delivery. Opt-out per semester.",bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='drake.edu;%20https', port=443): Max retries exceeded w",2026-03-10T21:41:00Z
