unitid,school_name,state,city,has_ia,ia_program_name,cost_model,price,source_url,confidence,notes,data_source,quality_tier,consolidated_at
150172,Calumet College of Saint Joseph,IN,Whiting,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ccsj.edu/student-life/bookstore/,high,Follett partner — bookstore_page verified at https://www.ccsj.edu/student-life/bookstore/,follett_url_verification,GOLD,2026-03-10
475741,Chamberlain University-Indiana,IN,Indianapolis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.chamberlain.edu,high,Follett partner — bookstore_page verified at https://bookstore.chamberlain.edu,follett_url_verification,GOLD,2026-03-10
150941,Huntington University,IN,Huntington,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.huntington.edu/campus-bookstore,high,Follett partner — bookstore_page verified at https://www.huntington.edu/campus-bookstore,follett_url_verification,GOLD,2026-03-10
150987,Ivy Tech Community College,IN,Indianapolis,yes,Ivy+ Access,per-course,Not listed (varies by course),https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098719,Ivy Tech Community College-Anderson,IN,Anderson,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098713,Ivy Tech Community College-Bloomington,IN,Bloomington,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098702,Ivy Tech Community College-Columbus,IN,Columbus,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098708,Ivy Tech Community College-Evansville,IN,Evansville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098706,Ivy Tech Community College-Fort Wayne,IN,Fort Wayne,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098718,Ivy Tech Community College-Hamilton County,IN,Noblesville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098714,Ivy Tech Community College-Indianapolis,IN,Indianapolis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098704,Ivy Tech Community College-Kokomo,IN,Kokomo,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098705,Ivy Tech Community College-Lafayette,IN,Lafayette,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098711,Ivy Tech Community College-Lake County,IN,East Chicago,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098717,Ivy Tech Community College-Lawrenceburg,IN,Lawrenceburg,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098712,Ivy Tech Community College-Madison,IN,Madison,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098715,Ivy Tech Community College-Marion,IN,Marion,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098703,Ivy Tech Community College-Muncie,IN,Muncie,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098710,Ivy Tech Community College-Richmond,IN,Richmond,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098707,Ivy Tech Community College-Sellersburg,IN,Sellersburg,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098701,Ivy Tech Community College-South Bend/Elkhart,IN,South Bend,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098709,Ivy Tech Community College-Terre Haute,IN,Terre Haute,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
15098716,Ivy Tech Community College-Valparaiso,IN,Valparaiso,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,high,Follett partner — bookstore_page verified at https://www.ivytech.edu/student-services/campus-stores/ivy-textbooks/,follett_url_verification,GOLD,2026-03-10
239080,Marian University,WI,Fond Du Lac,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.marianuniversity.edu/student-life-oldstyle/student-resources/,high,Follett partner — bookstore_page verified at https://www.marianuniversity.edu/student-life-oldstyle/student-resources/,follett_url_verification,GOLD,2026-03-10
497833,Marian University-Ancilla,IN,Plymouth,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.marian.edu/books,high,Follett partner — bookstore_page verified at https://www.marian.edu/books,follett_url_verification,GOLD,2026-03-10
490805,Purdue University Northwest,IN,Hammond,yes,Instructional Materials Access (IMA),Flat fee in tuition; all required materials Fall 2023; digital via Brightspace; auto-enrolled; opt-out; 60% savings; Follett,,https://www.pnw.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.pnw.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
152530,Taylor University,IN,Upland,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://taylor.slingshotedu.com/,high,Follett partner — bookstore_page verified at https://taylor.slingshotedu.com/,follett_url_verification,GOLD,2026-03-10
152567,Trine University,IN,Angola,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.trine.edu/books/,high,Follett partner — bookstore_page verified at https://www.trine.edu/books/,follett_url_verification,GOLD,2026-03-10
414878,Trine University-Regional/Non-Traditional Campuses,IN,Angola,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.trine.edu/books/,high,Follett partner — bookstore_page verified at https://www.trine.edu/books/,follett_url_verification,GOLD,2026-03-10
152637,Vincennes University,IN,Vincennes,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.vinu.edu/campus-life.html/bookstore,high,Follett partner — bookstore_page verified at https://www.vinu.edu/campus-life.html/bookstore,follett_url_verification,GOLD,2026-03-10
154642,Allen County Community College,KS,Iola,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.allencc.edu/resources/students/services/bookstore,high,Follett partner — bookstore_page verified at https://www.allencc.edu/resources/students/services/bookstore,follett_url_verification,GOLD,2026-03-10
154688,Baker University,KS,Baldwin City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.bakeru.edu/campus-store/,high,Follett partner — bookstore_page verified at https://www.bakeru.edu/campus-store/,follett_url_verification,GOLD,2026-03-10
15468801,Baker University School of Nursing,KS,Topeka,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.bakeru.edu/campus-store/,high,Follett partner — bookstore_page verified at https://www.bakeru.edu/campus-store/,follett_url_verification,GOLD,2026-03-10
154697,Barton County Community College,KS,Great Bend,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.bartonccc.edu/students/store,high,Follett partner — bookstore_page verified at https://www.bartonccc.edu/students/store,follett_url_verification,GOLD,2026-03-10
154800,Butler Community College,KS,El Dorado,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.butlercc.edu/student-experience/student-services/bookstore,high,Follett partner — bookstore_page verified at https://www.butlercc.edu/student-experience/student-services/bookstore,follett_url_verification,GOLD,2026-03-10
154855,Central Christian College of Kansas,KS,McPherson,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.centralchristian.edu/event/first-day-of-classes-online-and-evening/,high,Follett partner — ia_page verified at https://www.centralchristian.edu/event/first-day-of-classes-online-and-evening/,follett_url_verification,GOLD,2026-03-10
177038,Cleveland University-Kansas City,KS,Overland Park,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.cleveland.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.cleveland.edu/bookstore,follett_url_verification,GOLD,2026-03-10
154907,Cloud County Community College,KS,Concordia,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.cloud.edu/error.html,high,Follett partner — bookstore_page verified at https://www.cloud.edu/error.html,follett_url_verification,GOLD,2026-03-10
154934,Colby Community College,KS,Colby,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.colbycc.edu/about/public-info/text-notices/,high,Follett partner — bookstore_page verified at https://www.colbycc.edu/about/public-info/text-notices/,follett_url_verification,GOLD,2026-03-10
154998,Dodge City Community College,KS,Dodge City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://dc3.edu/about/offices-services/administrative-department/bookstore/,high,Follett partner — bookstore_page verified at https://dc3.edu/about/offices-services/administrative-department/bookstore/,follett_url_verification,GOLD,2026-03-10
155098,Fort Scott Community College,KS,Fort Scott,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://fortscott.edu/event/first-day-for-169-day-faculty/,high,Follett partner — ia_page verified at https://fortscott.edu/event/first-day-for-169-day-faculty/,follett_url_verification,GOLD,2026-03-10
155089,Friends University,KS,Wichita,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.friends.edu/admissions/visit-campus/bookstore/,high,Follett partner — bookstore_page verified at https://www.friends.edu/admissions/visit-campus/bookstore/,follett_url_verification,GOLD,2026-03-10
155292,Kansas City Kansas Community College,KS,Kansas City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.kckcc.edu/404.html,high,Follett partner — bookstore_page verified at https://www.kckcc.edu/404.html,follett_url_verification,GOLD,2026-03-10
155399,Kansas State University,KS,Manhattan,yes,Immediate Access Program (IA),"Per-course (student bill, up to 60% off)",,https://www.k-state.edu/students/?utm_source=lookbook&utm_medium=redirect&utm_campaign=2024-lookbook/bookstore,high,Follett partner — bookstore_page verified at https://www.k-state.edu/students/?utm_source=lookbook&utm_medium=redirect&utm_campaign=2024-lookbook/bookstore,follett_url_verification,GOLD,2026-03-10
155450,Labette Community College,KS,Parsons,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.labette.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.labette.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
155636,Ottawa University-Kansas City,KS,Overland Park,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://ottawa.verbacompare.com/,high,Follett partner — bookstore_page verified at https://ottawa.verbacompare.com/,follett_url_verification,GOLD,2026-03-10
454582,Ottawa University-Online,KS,Overland Park,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://ottawa.verbacompare.com/,high,Follett partner — bookstore_page verified at https://ottawa.verbacompare.com/,follett_url_verification,GOLD,2026-03-10
155627,Ottawa University-Ottawa,KS,Ottawa,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://ottawa.verbacompare.com/,high,Follett partner — bookstore_page verified at https://ottawa.verbacompare.com/,follett_url_verification,GOLD,2026-03-10
155715,Pratt Community College,KS,Pratt,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://prattcc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://prattcc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
155830,Salina Area Technical College,KS,Salina,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.salinatech.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.salinatech.edu/bookstore,follett_url_verification,GOLD,2026-03-10
155858,Seward County Community College,KS,Liberal,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.sccc.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.sccc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
188207,Southwestern College,NM,Santa Fe,no,N/A,Traditional purchase; small/specialty institution,,https://www.sckans.edu/student-life/bookstore,high,Follett partner — bookstore_page verified at https://www.sckans.edu/student-life/bookstore,follett_url_verification,GOLD,2026-03-10
231095,Sterling College,VT,Craftsbury Common,no,N/A,Traditional purchase; small/specialty institution,,https://www.sterling.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.sterling.edu/bookstore,follett_url_verification,GOLD,2026-03-10
155812,University of Saint Mary,KS,Leavenworth,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.stmary.edu/books,high,Follett partner — bookstore_page verified at https://www.stmary.edu/books,follett_url_verification,GOLD,2026-03-10
156213,Asbury University,KY,Wilmore,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.asbury.edu/undergraduate/life-at-asbury/parents/parent-handbook/,high,Follett partner — bookstore_page verified at https://www.asbury.edu/undergraduate/life-at-asbury/parents/parent-handbook/,follett_url_verification,GOLD,2026-03-10
367103,Interactive College of Technology-Newport,KY,Newport,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://id.merchantos.com/login?client_id=21c05b92d10a65b9f97c5af7cfc1e5d9&redirect_uri=https://cloud.merchantos.com/admin/auth/oidc/callback&response_type=code&scope=openid&state=7usy0aBWWpsZz3N7GSyQM79UagcqlHGgSi9S5fd1&product=retail&correlation_id=mpnr0awA50nwauDpQIgZOg.1773188748586.XwwsqfKBarnw7dTW9RCeg-F5xSsrB0gADpeexLd3RUg&login_domain=merchantos.com&exp=1773191448592,high,Follett partner — bookstore_page verified at https://id.merchantos.com/login?client_id=21c05b92d10a65b9f97c5af7cfc1e5d9&redirect_uri=https://cloud.merchantos.com/admin/auth/oidc/callback&response_type=code&scope=openid&state=7usy0aBWWpsZz3N7GSyQM79UagcqlHGgSi9S5fd1&product=retail&correlation_id=mpnr0awA50nwauDpQIgZOg.1773188748586.XwwsqfKBarnw7dTW9RCeg-F5xSsrB0gADpeexLd3RUg&login_domain=merchantos.com&exp=1773191448592,follett_url_verification,GOLD,2026-03-10
157100,Kentucky Christian University,KY,Grayson,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.kcu.edu/,high,Follett partner — bookstore_page verified at https://www.kcu.edu/,follett_url_verification,GOLD,2026-03-10
157377,Midway University,KY,Midway,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.midway.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.midway.edu/bookstore,follett_url_verification,GOLD,2026-03-10
461759,Simmons College of Kentucky,KY,Louisville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://cgcbuffalo.com/,high,Follett partner — bookstore_page verified at https://cgcbuffalo.com/,follett_url_verification,GOLD,2026-03-10
157757,Spalding University,KY,Louisville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://spalding.edu/bookstore/,high,Follett partner — bookstore_page verified at https://spalding.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
157793,Sullivan University,KY,Louisville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.sullivan.edu/student-services,high,Follett partner — bookstore_page verified at https://www.sullivan.edu/student-services,follett_url_verification,GOLD,2026-03-10
157535,University of Pikeville,KY,Pikeville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.upike.edu,high,Follett partner — bookstore_page verified at https://bookstore.upike.edu,follett_url_verification,GOLD,2026-03-10
492759,Chamberlain University-Louisiana,LA,Jefferson,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.chamberlain.edu,high,Follett partner — bookstore_page verified at https://bookstore.chamberlain.edu,follett_url_verification,GOLD,2026-03-10
160481,Fletcher Technical Community College,LA,Schriever,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.fletcher.edu/student-services/textbooks,high,Follett partner — bookstore_page verified at https://www.fletcher.edu/student-services/textbooks,follett_url_verification,GOLD,2026-03-10
159009,Grambling State University,LA,Grambling,yes,Inclusive Access / Follett ACCESS,Digital via LMS; charged to student account; opt-out,,https://www.gram.edu/student-life/bookstore/,high,Follett partner — bookstore_page verified at https://www.gram.edu/student-life/bookstore/,follett_url_verification,GOLD,2026-03-10
433536,Herzing University-New Orleans,LA,Metairie,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.herzing.edu,high,Follett partner — bookstore_page verified at https://www.herzing.edu,follett_url_verification,GOLD,2026-03-10
159568,Louisiana Christian University,LA,Pineville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.lcuniversity.edu,high,Follett partner — bookstore_page verified at https://bookstore.lcuniversity.edu,follett_url_verification,GOLD,2026-03-10
159373,Louisiana State University Health Sciences Center-New Orleans,LA,New Orleans,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.lsuhsc.edu/ecommerce/index.html,high,Follett partner — bookstore_page verified at https://bookstore.lsuhsc.edu/ecommerce/index.html,follett_url_verification,GOLD,2026-03-10
488721,NationsUniversity,LA,New Orleans,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://nationsu.edu/textbooks/,high,Follett partner — bookstore_page verified at https://nationsu.edu/textbooks/,follett_url_verification,GOLD,2026-03-10
158884,Nunez Community College,LA,Chalmette,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.nunez.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.nunez.edu/bookstore,follett_url_verification,GOLD,2026-03-10
160579,SOWELA Technical Community College,LA,Lake Charles,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.sowela.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.sowela.edu/bookstore,follett_url_verification,GOLD,2026-03-10
434061,South Louisiana Community College,LA,Lafayette,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://colleges.herffjones.com/college/slcc/,high,Follett partner — bookstore_page verified at https://colleges.herffjones.com/college/slcc/,follett_url_verification,GOLD,2026-03-10
160612,Southeastern Louisiana University,LA,Hammond,yes,Textbook Rental System (Follett),Per-course charge on student invoice,,https://www.southeastern.edu/admin/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastern.edu/admin/bookstore/,follett_url_verification,GOLD,2026-03-10
16061203,Southeastern Louisiana University - Destrahan High School,LA,Destrehan,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.southeastern.edu/admin/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastern.edu/admin/bookstore/,follett_url_verification,GOLD,2026-03-10
16061201,Southeastern Louisiana University - EBR Parish School System Prof Dev,LA,Baton Rouge,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.southeastern.edu/admin/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastern.edu/admin/bookstore/,follett_url_verification,GOLD,2026-03-10
16061202,Southeastern Louisiana University - St Amant High School,LA,St Amant,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.southeastern.edu/admin/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastern.edu/admin/bookstore/,follett_url_verification,GOLD,2026-03-10
440916,Southern University Law Center,LA,Baton Rouge,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.sulc.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.sulc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
160621,Southern University and A & M College,LA,Baton Rouge,yes,Follett ACCESS,Rental at reduced cost; billed to tuition/fees; all UG+grad since Fall 2020; opt-out; per-cr flat charge (SUSLA),,https://www.subr.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.subr.edu/bookstore,follett_url_verification,GOLD,2026-03-10
160630,Southern University at New Orleans,LA,New Orleans,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.suno.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.suno.edu/bookstore,follett_url_verification,GOLD,2026-03-10
160649,Southern University at Shreveport,LA,Shreveport,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.susla.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.susla.edu/bookstore,follett_url_verification,GOLD,2026-03-10
164562,Assumption University,MA,Worcester,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.bkstr.com/efollettstore,high,Follett partner — bookstore_page verified at https://www.bkstr.com/efollettstore,follett_url_verification,GOLD,2026-03-10
164775,Berkshire Community College,MA,Pittsfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://berkshirecc.edu/about-bcc/campus-services/college-bookstore.php,high,Follett partner — bookstore_page verified at https://berkshirecc.edu/about-bcc/campus-services/college-bookstore.php,follett_url_verification,GOLD,2026-03-10
